Year,District,Crime Category,Number of Cases,"Crime Rate per 100,000",Crime Severity,Crime Time,Crime Location,Weather Condition,Unemployment Rate (%),Poverty Level (%),Festival/Event,Population Density (per km²),Literacy Rate (%),Crime Hotspot,Repeat Offenses
2020,Madurai,Robbery,1008,50.4,High,Evening,Residential Area,Cloudy,6.28,23.95,Christmas,4821,92.07,No,1
2020,Nilgiris,Fraud,513,7.33,Medium,Afternoon,Commercial Area,Cloudy,5.74,22.2,Christmas,7027,77.02,No,1
2021,Tiruchirappalli,Assault,738,19.42,Medium,Afternoon,Commercial Area,Stormy,3.98,17.66,No Event,14063,68.05,No,1
2021,Coimbatore,Burglary,188,2.35,Low,Morning,Residential Area,Sunny,7.53,27.64,Temple Festival,504,91.24,No,1
2019,Coimbatore,Murder,1089,17.29,High,Evening,Industrial Zone,Foggy,9.78,33.33,Christmas,10417,69.57,No,1
2019,Thoothukudi,Kidnapping,854,20.83,High,Afternoon,Residential Area,Rainy,3.37,34.41,Christmas,7199,72.06,No,1
2019,Nilgiris,Kidnapping,545,11.35,Medium,Afternoon,Industrial Zone,Sunny,6.7,10.5,No Event,8120,89.5,No,1
2020,Salem,Theft,547,22.79,Medium,Afternoon,Commercial Area,Rainy,5.25,15.56,Independence Day,602,82.64,No,1
2020,Thanjavur,Kidnapping,958,16.52,High,Afternoon,Industrial Zone,Cloudy,6.22,30.83,Temple Festival,4767,90.65,No,1
2020,Sivagangai,Kidnapping,141,4.15,Low,Evening,Commercial Area,Foggy,5.63,11.78,No Event,10359,66.96,No,1
2020,Villupuram,Kidnapping,260,3.21,Low,Night,Residential Area,Cloudy,6.93,27.97,Independence Day,9867,68.55,No,1
2020,Nilgiris,Burglary,196,2.11,Low,Morning,Highway,Sunny,8.08,30.11,Christmas,1269,93.62,No,1
2020,Tiruvarur,Assault,716,9.81,Medium,Night,Rural Area,Cloudy,5.62,11.4,Christmas,11552,85.64,No,1
2020,Ramanathapuram,Fraud,830,10.38,High,Morning,Urban Area,Sunny,7.2,29.96,Pongal,6662,73.74,No,1
2020,Thanjavur,Assault,993,52.26,High,Morning,Rural Area,Sunny,3.98,26.29,Diwali,12066,73.19,No,1
2021,Dharmapuri,Domestic Violence,655,46.79,Medium,Night,Urban Area,Foggy,4.16,24.29,Pongal,4727,88.92,No,1
2019,Dharmapuri,Fraud,1050,26.25,High,Afternoon,Highway,Stormy,9.41,23.14,Pongal,8975,70.68,No,1
2020,Tiruvannamalai,Robbery,423,6.93,Medium,Night,Rural Area,Stormy,9.38,34.62,Temple Festival,8280,89.53,No,1
2019,Dharmapuri,Burglary,217,8.68,Low,Night,Urban Area,Cloudy,8.36,28.12,Diwali,13822,91.81,No,1
2019,Thanjavur,Kidnapping,926,20.58,High,Night,Industrial Zone,Sunny,9.97,17.46,Diwali,9917,65.07,No,1
2021,Karur,Cyber Crime,336,10.84,Low,Afternoon,Highway,Foggy,9.29,21.94,Christmas,12581,78.14,No,1
2019,Ramanathapuram,Assault,244,4.44,Low,Night,Residential Area,Foggy,4.61,17.78,Diwali,6930,81.81,No,1
2020,Krishnagiri,Assault,523,5.45,Medium,Afternoon,Industrial Zone,Sunny,10.69,31.46,Independence Day,11921,67.11,No,1
2019,Thanjavur,Burglary,596,6.55,Medium,Morning,Rural Area,Sunny,6.2,20.38,Diwali,2541,84.48,No,1
2019,Madurai,Murder,767,14.75,Medium,Evening,Highway,Stormy,4.93,12.08,Christmas,9135,89.79,No,1
2020,Tiruvarur,Burglary,1065,12.68,High,Night,Rural Area,Cloudy,10.57,11.31,Independence Day,2540,88.24,No,1
2021,Vellore,Murder,1037,17,High,Night,Highway,Stormy,3.4,12.53,Christmas,5491,66.55,No,1
2019,Virudhunagar,Drug Offenses,404,26.93,Medium,Evening,Residential Area,Stormy,3.84,33.1,No Event,6969,65.56,No,1
2020,Coimbatore,Cyber Crime,631,11.91,Medium,Evening,Residential Area,Foggy,11.3,12.63,Independence Day,12686,94.84,No,1
2021,Tiruvarur,Kidnapping,1078,10.89,High,Evening,Rural Area,Rainy,12,31.27,Diwali,3918,85.82,No,1
2020,Perambalur,Burglary,637,10.8,Medium,Afternoon,Highway,Sunny,11.69,23.56,No Event,3826,91.84,No,1
2020,Sivagangai,Domestic Violence,252,13.26,Low,Evening,Highway,Sunny,3.55,18.3,Christmas,9957,86,No,1
2021,Nagapattinam,Robbery,304,8.22,Low,Night,Commercial Area,Stormy,8.23,11.4,Pongal,13245,82.19,No,1
2019,Theni,Kidnapping,1042,11.84,High,Night,Commercial Area,Stormy,3.91,12.64,Pongal,729,93.1,Yes,3
2020,Theni,Theft,950,16.38,High,Night,Rural Area,Rainy,11.98,27.74,Christmas,3539,76.66,No,1
2019,Ramanathapuram,Theft,206,2.78,Low,Evening,Highway,Cloudy,6.4,33.17,Pongal,3463,71.39,No,1
2021,Vellore,Fraud,1017,10.94,High,Evening,Industrial Zone,Cloudy,9.55,20.4,Diwali,12272,83.9,No,1
2019,Erode,Theft,326,11.24,Low,Evening,Urban Area,Cloudy,11.34,18.13,Temple Festival,11403,84.76,No,1
2020,Kanyakumari,Fraud,448,13.18,Medium,Morning,Commercial Area,Cloudy,3.59,30.5,Diwali,1681,93.08,No,1
2021,Madurai,Drug Offenses,642,11.07,Medium,Afternoon,Highway,Rainy,7.04,11.15,Christmas,12995,92.46,No,1
2021,Virudhunagar,Robbery,672,9.33,Medium,Evening,Urban Area,Stormy,3.62,18.88,No Event,7818,90.41,No,1
2020,Sivagangai,Fraud,644,8.26,Medium,Night,Urban Area,Sunny,10.01,12.38,No Event,10248,83.88,No,1
2020,Chennai,Theft,253,2.81,Low,Evening,Commercial Area,Cloudy,4.06,34.41,Christmas,5369,72.31,No,1
2019,Nagapattinam,Cyber Crime,219,2.49,Low,Evening,Urban Area,Foggy,10.21,23.78,Christmas,1518,73.93,No,1
2020,Tirunelveli,Cyber Crime,589,12.27,Medium,Night,Rural Area,Cloudy,11.34,30.63,Christmas,8733,81.61,No,1
2019,Namakkal,Fraud,350,14,Low,Evening,Residential Area,Stormy,6.82,29.46,Diwali,13313,93.78,No,1
2021,Chennai,Kidnapping,812,18.45,High,Afternoon,Industrial Zone,Stormy,6.29,29.34,Independence Day,8459,78.08,No,1
2019,Karur,Assault,154,4.05,Low,Night,Urban Area,Foggy,9.97,21.47,Independence Day,10374,65.56,No,1
2019,Theni,Drug Offenses,753,8.1,Medium,Afternoon,Highway,Stormy,5.45,22.99,Pongal,10351,76.63,No,1
2021,Tiruchirappalli,Burglary,528,10.56,Medium,Afternoon,Industrial Zone,Sunny,9.27,10.21,Diwali,12345,77.61,No,1
2021,Coimbatore,Murder,620,8.49,Medium,Afternoon,Rural Area,Stormy,11.86,28.16,Independence Day,3339,80.72,No,1
2021,Dindigul,Burglary,230,3.43,Low,Night,Commercial Area,Rainy,7.64,15.73,Pongal,2286,78.77,No,1
2019,Namakkal,Theft,515,14.31,Medium,Afternoon,Residential Area,Stormy,7.3,34.46,Independence Day,6760,70.61,No,1
2020,Virudhunagar,Domestic Violence,543,16.45,Medium,Afternoon,Industrial Zone,Foggy,9.54,18.16,No Event,8513,85.15,No,1
2019,Namakkal,Kidnapping,61,1.24,Low,Morning,Industrial Zone,Foggy,10.14,11.73,Temple Festival,2742,82.43,No,1
2021,Nilgiris,Assault,341,18.94,Low,Afternoon,Highway,Cloudy,3.53,30.33,Pongal,769,77.16,No,1
2020,Pudukkottai,Burglary,982,14.03,High,Afternoon,Industrial Zone,Stormy,11.21,15.61,Temple Festival,12848,86.96,No,1
2021,Tiruvannamalai,Drug Offenses,1097,17.14,High,Morning,Industrial Zone,Sunny,11.37,25.02,Christmas,14740,94.34,No,1
2021,Ramanathapuram,Kidnapping,442,4.65,Medium,Evening,Highway,Foggy,10.97,31.11,Temple Festival,13429,85.08,No,1
2019,Thanjavur,Drug Offenses,1065,50.71,High,Evening,Residential Area,Sunny,3.32,29.31,Temple Festival,6675,75.44,No,1
2021,Vellore,Domestic Violence,1092,54.6,High,Afternoon,Industrial Zone,Rainy,9.98,27.59,Pongal,5172,76.67,No,1
2021,Sivagangai,Murder,110,1.11,Low,Night,Residential Area,Cloudy,11.03,10.3,Christmas,14299,77.69,No,1
2019,Nilgiris,Cyber Crime,598,7.97,Medium,Afternoon,Commercial Area,Sunny,3.46,15.57,No Event,8805,82.83,No,1
2019,Tiruvannamalai,Fraud,121,1.29,Low,Afternoon,Residential Area,Foggy,3.03,28.03,Temple Festival,13212,70.18,No,1
2021,Dindigul,Kidnapping,1122,24.93,High,Afternoon,Residential Area,Rainy,5.88,21.25,Pongal,3614,85.8,No,1
2021,Thoothukudi,Domestic Violence,254,6.2,Low,Evening,Commercial Area,Stormy,6.34,34.35,No Event,778,76.67,No,1
2021,Thoothukudi,Assault,1085,57.11,High,Morning,Industrial Zone,Sunny,6.66,21.38,Temple Festival,5217,72.99,No,1
2019,Villupuram,Theft,1179,35.73,High,Night,Rural Area,Rainy,5.8,24.78,Independence Day,13307,86.67,No,1
2020,Madurai,Kidnapping,535,17.83,Medium,Morning,Highway,Sunny,8.92,11.45,No Event,3120,66.42,No,1
2020,Tiruchirappalli,Cyber Crime,941,16.8,High,Night,Highway,Cloudy,11.19,26.46,Pongal,4696,74.19,No,1
2021,Nagapattinam,Murder,369,8.58,Low,Morning,Commercial Area,Foggy,3.17,21.14,Temple Festival,2879,79.41,No,1
2019,Kanyakumari,Robbery,869,8.87,High,Morning,Rural Area,Rainy,9.75,17.8,No Event,4876,88.46,No,1
2019,Chennai,Assault,1195,33.19,High,Afternoon,Industrial Zone,Stormy,8.67,26.57,Diwali,7093,87.46,No,1
2020,Perambalur,Kidnapping,857,8.93,High,Morning,Commercial Area,Foggy,8.21,17.85,Independence Day,14836,65.54,No,1
2019,Tirunelveli,Theft,1041,41.64,High,Evening,Rural Area,Stormy,8.42,34.89,Diwali,5975,90.84,No,1
2019,Coimbatore,Theft,113,4.52,Low,Night,Highway,Sunny,9.77,34.38,No Event,13262,94.19,No,1
2019,Pudukkottai,Assault,739,15.4,Medium,Night,Industrial Zone,Foggy,10.27,23.64,Christmas,13308,68.59,No,1
2020,Ariyalur,Cyber Crime,440,36.67,Medium,Afternoon,Residential Area,Cloudy,11.05,10.64,Pongal,13152,85.9,No,1
2020,Thoothukudi,Burglary,592,8.84,Medium,Afternoon,Commercial Area,Sunny,5.47,33.67,Diwali,5542,67.37,No,1
2019,Tirunelveli,Assault,298,3.17,Low,Afternoon,Residential Area,Rainy,5.75,25.52,Pongal,7739,68.83,No,1
2020,Pudukkottai,Assault,835,69.58,High,Morning,Urban Area,Stormy,7.51,11.19,Temple Festival,7135,89.39,No,1
2021,Chennai,Fraud,55,0.82,Low,Evening,Commercial Area,Foggy,4.86,11.98,Diwali,11487,93.38,No,1
2019,Perambalur,Burglary,602,12.04,Medium,Morning,Residential Area,Cloudy,8.52,23.74,Temple Festival,7379,73.72,No,1
2021,Coimbatore,Robbery,691,17.27,Medium,Morning,Commercial Area,Foggy,11.11,24.33,Pongal,8002,71.14,No,1
2020,Tirunelveli,Fraud,255,8.23,Low,Morning,Commercial Area,Sunny,6.73,20.85,No Event,3104,65.25,No,1
2020,Ramanathapuram,Domestic Violence,956,10.06,High,Morning,Commercial Area,Sunny,7.59,25.61,Christmas,6180,83.05,No,1
2020,Ariyalur,Drug Offenses,808,12.83,High,Morning,Highway,Rainy,9.46,24.82,Temple Festival,1198,85.17,No,1
2019,Thoothukudi,Drug Offenses,1153,28.12,High,Night,Highway,Foggy,6.86,33.1,No Event,10650,77.52,No,1
2021,Pudukkottai,Murder,61,3.05,Low,Evening,Industrial Zone,Rainy,4.6,20.77,Christmas,7360,75.61,No,1
2019,Madurai,Domestic Violence,50,0.63,Low,Night,Residential Area,Rainy,10.45,13.02,No Event,6795,82.11,No,1
2019,Tiruvannamalai,Domestic Violence,132,4.55,Low,Afternoon,Industrial Zone,Rainy,9.52,17.48,Christmas,5834,80.81,No,1
2021,Tirunelveli,Domestic Violence,197,2.19,Low,Evening,Rural Area,Cloudy,6.57,24.18,Pongal,2502,88.91,No,1
2019,Thanjavur,Kidnapping,248,7.09,Low,Evening,Rural Area,Sunny,10.47,33.31,Christmas,8237,91.69,No,1
2019,Krishnagiri,Domestic Violence,405,6.86,Medium,Evening,Rural Area,Cloudy,11.35,28.72,Christmas,13564,67.74,No,1
2021,Namakkal,Murder,1165,21.98,High,Afternoon,Residential Area,Rainy,7.65,28.5,Christmas,9519,69.55,No,1
2021,Pudukkottai,Murder,692,7.28,Medium,Morning,Highway,Sunny,5.87,23.73,Temple Festival,13899,89.87,No,1
2019,Ariyalur,Assault,1150,11.86,High,Morning,Commercial Area,Cloudy,3.87,16.92,Christmas,5716,69.4,No,1
2019,Namakkal,Assault,764,20.11,Medium,Night,Rural Area,Sunny,3.37,10.14,Temple Festival,10030,71.59,No,1
2020,Virudhunagar,Kidnapping,135,1.78,Low,Night,Commercial Area,Rainy,7.64,21.04,No Event,7430,82.11,No,1
2021,Karur,Kidnapping,320,3.86,Low,Night,Commercial Area,Foggy,3.51,16.43,Independence Day,5091,68.74,No,1
2020,Namakkal,Domestic Violence,729,16.95,Medium,Night,Residential Area,Rainy,8.04,20.06,Independence Day,4312,73.55,No,1
2019,Karur,Drug Offenses,549,8.07,Medium,Night,Rural Area,Foggy,4.21,27.81,Temple Festival,8450,73.48,No,1
2020,Villupuram,Theft,895,11.33,High,Night,Residential Area,Stormy,10.66,11.78,Pongal,12313,87.94,No,1
2019,Pudukkottai,Domestic Violence,823,14.7,High,Evening,Urban Area,Stormy,7.63,29.86,Pongal,7578,82.93,Yes,3
2019,Dharmapuri,Burglary,297,3.58,Low,Afternoon,Urban Area,Cloudy,8.33,27.71,Pongal,3475,82.32,No,1
2020,Nagapattinam,Drug Offenses,1035,15.22,High,Morning,Highway,Cloudy,8.91,33.67,Diwali,8550,84.54,No,1
2019,Cuddalore,Burglary,115,1.72,Low,Morning,Residential Area,Sunny,7.63,32.65,Diwali,13198,74.88,No,1
2019,Salem,Assault,725,7.71,Medium,Afternoon,Rural Area,Foggy,8.71,24.17,Pongal,3798,89.19,No,1
2020,Theni,Burglary,556,6.25,Medium,Morning,Highway,Foggy,6.89,22.63,No Event,6673,92.2,No,1
2019,Tirunelveli,Drug Offenses,520,6.5,Medium,Morning,Residential Area,Sunny,7.11,17.8,Christmas,14326,82.53,No,1
2020,Kanyakumari,Burglary,906,9.85,High,Afternoon,Commercial Area,Stormy,10.51,28.89,Temple Festival,3329,94.54,No,1
2020,Coimbatore,Robbery,421,10.79,Medium,Evening,Urban Area,Stormy,3.55,28.72,Independence Day,10039,80.35,No,1
2021,Nagapattinam,Cyber Crime,637,18.74,Medium,Night,Urban Area,Sunny,9.28,11.71,No Event,847,93.99,No,1
2019,Cuddalore,Cyber Crime,888,44.4,High,Morning,Highway,Rainy,5.9,28.42,Independence Day,9772,68.67,No,1
2019,Tiruchirappalli,Burglary,847,9.01,High,Afternoon,Commercial Area,Stormy,4.03,18.13,Christmas,2567,77.9,No,1
2019,Theni,Kidnapping,905,43.1,High,Evening,Urban Area,Rainy,3.26,31.15,Pongal,13411,75.99,Yes,2
2020,Erode,Burglary,644,9.2,Medium,Night,Rural Area,Rainy,5.23,34.22,Christmas,12753,76,No,1
2020,Madurai,Robbery,980,16.33,High,Evening,Industrial Zone,Foggy,7.86,21.99,Pongal,8068,93.73,No,1
2020,Vellore,Drug Offenses,293,5.33,Low,Evening,Urban Area,Foggy,4.03,34.78,Independence Day,11164,67.18,No,1
2021,Ariyalur,Theft,825,19.64,High,Night,Rural Area,Foggy,3.58,19.23,No Event,11118,81.9,No,1
2019,Tiruvarur,Theft,629,24.19,Medium,Evening,Rural Area,Sunny,6.52,13.24,No Event,11298,86.82,No,1
2020,Tiruvarur,Robbery,1042,22.17,High,Afternoon,Urban Area,Foggy,4.98,23.17,Diwali,3609,89.52,No,1
2019,Sivagangai,Cyber Crime,165,6.6,Low,Afternoon,Urban Area,Rainy,10.17,26.47,Independence Day,10334,82.08,No,1
2020,Nilgiris,Murder,310,8.38,Low,Evening,Urban Area,Stormy,10.34,26.33,Diwali,9268,84.34,No,1
2020,Tiruvarur,Drug Offenses,1046,14.53,High,Morning,Residential Area,Cloudy,9.81,24.78,No Event,7388,84.77,No,1
2020,Madurai,Drug Offenses,733,9.05,Medium,Evening,Rural Area,Sunny,9.57,25.25,Temple Festival,8812,71.84,No,1
2021,Dharmapuri,Drug Offenses,625,9.77,Medium,Evening,Highway,Cloudy,10.06,23.5,Diwali,9405,74.59,No,1
2019,Virudhunagar,Domestic Violence,555,46.25,Medium,Morning,Industrial Zone,Foggy,5.27,14.77,Christmas,9188,72.26,No,1
2019,Nilgiris,Burglary,423,12.09,Medium,Afternoon,Residential Area,Cloudy,6.16,28.31,No Event,7769,93.49,No,1
2019,Thanjavur,Theft,268,2.76,Low,Afternoon,Urban Area,Rainy,6.35,21.98,Independence Day,13372,87.41,No,1
2019,Erode,Theft,701,11.13,Medium,Evening,Rural Area,Cloudy,7.53,22.13,Independence Day,920,84.95,No,1
2019,Coimbatore,Drug Offenses,764,18.19,Medium,Afternoon,Urban Area,Rainy,4.24,27.87,Pongal,14706,88.27,No,1
2021,Erode,Fraud,131,3.54,Low,Morning,Highway,Sunny,9.34,28.93,Pongal,12730,85.69,No,1
2020,Madurai,Drug Offenses,168,8,Low,Afternoon,Industrial Zone,Sunny,7.62,20.93,Pongal,13661,83.89,No,1
2020,Ramanathapuram,Burglary,1001,11.12,High,Evening,Highway,Cloudy,6.73,11.45,Independence Day,10172,74.16,No,1
2021,Villupuram,Domestic Violence,609,6.48,Medium,Evening,Highway,Foggy,5.46,18.6,Temple Festival,13253,83.99,No,1
2020,Karur,Assault,1199,47.96,High,Night,Rural Area,Rainy,4.02,21.41,Christmas,12232,85.7,No,1
2020,Perambalur,Domestic Violence,873,67.15,High,Morning,Commercial Area,Rainy,10.94,15.29,Independence Day,12628,80.69,No,1
2020,Ramanathapuram,Fraud,1082,15.46,High,Evening,Urban Area,Sunny,7.85,10.68,Pongal,9828,94.82,Yes,3
2021,Kanyakumari,Domestic Violence,270,9,Low,Morning,Highway,Foggy,11.7,11.62,Temple Festival,2274,77.94,No,1
2019,Namakkal,Cyber Crime,391,13.48,Low,Morning,Commercial Area,Sunny,7.36,26.16,Diwali,13082,79.5,No,1
2021,Pudukkottai,Burglary,718,7.18,Medium,Evening,Urban Area,Rainy,8.85,31.11,Independence Day,3514,69.11,No,1
2021,Tiruvannamalai,Theft,1119,31.08,High,Morning,Highway,Rainy,6.36,11.92,Independence Day,7624,88.4,No,1
2019,Kanyakumari,Robbery,334,5.22,Low,Morning,Industrial Zone,Cloudy,10.51,18.61,Diwali,4596,69.33,No,1
2019,Ariyalur,Fraud,427,6.19,Medium,Afternoon,Industrial Zone,Foggy,7.43,22.25,No Event,2697,66.3,No,1
2020,Salem,Theft,281,6.24,Low,Afternoon,Industrial Zone,Stormy,6.6,16.38,Diwali,9621,81.61,No,1
2019,Perambalur,Fraud,140,5.38,Low,Night,Rural Area,Rainy,11.17,22,Diwali,2440,87.9,No,1
2019,Tiruvarur,Theft,811,14.75,High,Night,Industrial Zone,Stormy,9.74,11.28,Temple Festival,11255,91.1,No,1
2021,Ramanathapuram,Kidnapping,917,11.91,High,Afternoon,Urban Area,Stormy,10.78,31.63,No Event,10045,68.71,No,1
2020,Nagapattinam,Fraud,960,10.79,High,Evening,Industrial Zone,Stormy,11.18,18.25,No Event,2362,69.66,No,1
2019,Krishnagiri,Murder,117,2.21,Low,Night,Commercial Area,Foggy,4.87,10.36,Diwali,7362,69.05,No,1
2021,Tiruvannamalai,Drug Offenses,968,26.89,High,Night,Highway,Cloudy,3.32,25.16,Pongal,5422,84.65,No,1
2019,Krishnagiri,Drug Offenses,931,10.34,High,Morning,Rural Area,Rainy,10.02,14.56,Pongal,13430,81.67,No,1
2020,Chennai,Theft,112,1.7,Low,Morning,Rural Area,Sunny,8.58,11.75,No Event,5512,85.74,No,1
2021,Karur,Theft,184,2.02,Low,Night,Urban Area,Sunny,4.09,31.04,Pongal,3481,93.41,No,1
2021,Perambalur,Robbery,481,5.4,Medium,Night,Highway,Foggy,11.26,13.91,Pongal,742,71.13,No,1
2021,Thoothukudi,Burglary,836,13.7,High,Night,Residential Area,Cloudy,5.65,18.93,Christmas,9372,84.78,No,1
2019,Nagapattinam,Robbery,1083,60.17,High,Afternoon,Residential Area,Cloudy,7,24.33,Christmas,4828,73.53,No,1
2021,Tirunelveli,Drug Offenses,1033,18.45,High,Night,Residential Area,Foggy,11.9,34.43,Diwali,13970,85.38,No,1
2019,Dharmapuri,Assault,628,11.63,Medium,Morning,Commercial Area,Foggy,8.5,12.72,No Event,8180,68.28,No,1
2021,Chennai,Assault,766,10.64,Medium,Night,Rural Area,Rainy,8.83,27.97,Pongal,10082,70.8,No,1
2020,Theni,Theft,510,7.97,Medium,Morning,Industrial Zone,Cloudy,10.65,19.16,Christmas,6967,70.83,No,1
2021,Vellore,Cyber Crime,1179,28.76,High,Evening,Rural Area,Sunny,3.64,27.13,Temple Festival,5516,67.89,No,1
2021,Villupuram,Cyber Crime,814,74,High,Morning,Rural Area,Rainy,3.48,10.38,No Event,12948,68.93,No,1
2019,Dharmapuri,Kidnapping,414,5.11,Medium,Morning,Industrial Zone,Sunny,10.77,34.45,Christmas,12958,66.79,No,1
2019,Tiruchirappalli,Theft,91,4.55,Low,Morning,Industrial Zone,Cloudy,4.71,17.37,Christmas,2089,68.99,No,1
2021,Vellore,Domestic Violence,1187,14.84,High,Afternoon,Urban Area,Rainy,7.16,17.08,No Event,8353,69.67,No,1
2021,Theni,Fraud,988,12.35,High,Night,Commercial Area,Stormy,7.44,22.36,Independence Day,8340,91.36,Yes,3
2019,Tiruvarur,Murder,1097,78.36,High,Evening,Residential Area,Foggy,10.84,18.99,Independence Day,8586,72.82,No,1
2020,Pudukkottai,Domestic Violence,761,29.27,Medium,Night,Highway,Cloudy,4.31,34.69,Independence Day,4526,67.06,No,1
2019,Tiruchirappalli,Robbery,384,4.63,Low,Afternoon,Commercial Area,Cloudy,10.1,31.35,Pongal,9842,86.32,No,1
2020,Namakkal,Kidnapping,242,7.56,Low,Afternoon,Industrial Zone,Stormy,4.48,29.82,No Event,1650,70.15,No,1
2020,Tiruchirappalli,Burglary,1040,18.25,High,Evening,Industrial Zone,Foggy,8.42,19.83,Pongal,9351,82.11,No,1
2019,Cuddalore,Drug Offenses,539,11.98,Medium,Morning,Residential Area,Stormy,11.04,30.49,Temple Festival,13681,65.11,No,1
2020,Salem,Cyber Crime,999,47.57,High,Evening,Rural Area,Foggy,10.31,13.63,Christmas,5724,86.4,No,1
2021,Theni,Fraud,297,14.85,Low,Afternoon,Urban Area,Sunny,8.83,27.25,No Event,11350,78.08,No,1
2021,Tirunelveli,Burglary,650,7.07,Medium,Night,Urban Area,Stormy,10.56,10.28,No Event,8295,77.94,No,1
2021,Madurai,Drug Offenses,1170,106.36,High,Evening,Industrial Zone,Cloudy,3.44,27.3,Christmas,14649,75.41,No,1
2019,Namakkal,Robbery,181,9.53,Low,Night,Urban Area,Foggy,11.06,33.26,Independence Day,9670,67.99,No,1
2020,Dindigul,Robbery,655,23.39,Medium,Morning,Commercial Area,Rainy,8.02,14.7,Temple Festival,2206,68.55,No,1
2020,Vellore,Cyber Crime,983,81.92,High,Morning,Rural Area,Sunny,3.26,16.51,No Event,664,90.82,No,1
2019,Tiruchirappalli,Assault,1017,10.71,High,Afternoon,Industrial Zone,Foggy,9.34,23.03,No Event,10611,82.33,No,1
2020,Virudhunagar,Drug Offenses,76,1.85,Low,Morning,Residential Area,Stormy,4.75,23.95,No Event,6839,91.57,No,1
2021,Chennai,Theft,1184,14.99,High,Morning,Residential Area,Sunny,3.59,19.76,Pongal,12583,66.49,No,1
2020,Nagapattinam,Burglary,83,1.34,Low,Afternoon,Rural Area,Rainy,11.17,28.82,Pongal,14830,77.96,No,1
2020,Theni,Fraud,894,19.43,High,Morning,Urban Area,Rainy,3.17,16.3,Independence Day,5083,65.34,No,1
2020,Coimbatore,Murder,366,13.07,Low,Night,Industrial Zone,Sunny,3.13,11.31,Christmas,12661,94.15,No,1
2021,Chennai,Domestic Violence,212,13.25,Low,Evening,Residential Area,Stormy,10.16,32.6,Christmas,1072,89.8,No,1
2019,Tiruvarur,Drug Offenses,824,63.38,High,Morning,Commercial Area,Cloudy,5.6,30.78,Temple Festival,10410,79.8,No,1
2019,Chennai,Domestic Violence,827,14.51,High,Night,Industrial Zone,Cloudy,5.7,18.03,Temple Festival,3418,71.8,No,1
2021,Kanyakumari,Cyber Crime,1029,14.91,High,Afternoon,Commercial Area,Rainy,11.58,22.54,Independence Day,1302,66.24,No,1
2019,Dindigul,Cyber Crime,1036,10.68,High,Morning,Rural Area,Sunny,9.27,17.79,Diwali,6837,88.96,No,1
2019,Kanyakumari,Robbery,581,6.53,Medium,Morning,Industrial Zone,Foggy,10.14,20.99,No Event,9171,72.91,No,1
2019,Tirunelveli,Assault,328,5.38,Low,Morning,Commercial Area,Rainy,10.8,22.86,Independence Day,9373,84.74,No,1
2021,Thanjavur,Fraud,557,5.68,Medium,Morning,Commercial Area,Stormy,4.19,23.34,Pongal,13074,93.26,No,1
2019,Thoothukudi,Robbery,420,30,Medium,Night,Residential Area,Stormy,10.34,21.33,Christmas,11375,87.53,No,1
2019,Theni,Cyber Crime,902,12.03,High,Night,Commercial Area,Rainy,7.93,19.8,No Event,14609,73.16,Yes,3
2019,Coimbatore,Drug Offenses,761,7.85,Medium,Morning,Commercial Area,Cloudy,7.2,24.64,Independence Day,11138,68.15,No,1
2021,Thoothukudi,Theft,789,20.23,Medium,Afternoon,Residential Area,Stormy,3.18,20.43,Independence Day,3839,93.16,No,1
2019,Erode,Fraud,639,6.45,Medium,Evening,Urban Area,Sunny,6.72,21.49,Christmas,5383,78.43,No,1
2021,Dindigul,Kidnapping,310,4.31,Low,Morning,Residential Area,Cloudy,9.18,19.37,Pongal,13646,75.39,No,1
2021,Dindigul,Robbery,1071,12.75,High,Evening,Rural Area,Cloudy,11.04,13.9,Pongal,3444,79.58,No,1
2021,Kanyakumari,Theft,1053,27.71,High,Night,Residential Area,Stormy,6.64,24.15,Pongal,14229,83.95,No,1
2020,Tiruvarur,Murder,1001,11.51,High,Night,Industrial Zone,Stormy,4.77,18.49,Christmas,1765,69.45,No,1
2019,Cuddalore,Domestic Violence,896,11.06,High,Evening,Rural Area,Sunny,6.19,15.54,Diwali,2899,93.74,No,1
2020,Thanjavur,Burglary,1001,66.73,High,Night,Industrial Zone,Foggy,10.61,20.12,Christmas,5890,72.79,No,1
